final,and_rule,disagree,hard_veto,kw_score,kw_keep,llm_score,llm_keep,prep,n_obs,source_dataset,source_food_id,description,kw_reasons,llm_reason,wrong_class
DROP,DROP,Y,,0.65,Y,0.02,,other,23,sr28,16399,"Peanut butter with omega-3, creamy",,"Peanut butter, not dairy",plant
DROP,DROP,,,0.05,,0.02,,other,17,sr28,18272,"Ice cream cones, sugar, rolled-type",-dish/prepared,"Ice cream cones, baked grain product",plant
DROP,DROP,,,0.05,,0.02,,other,26,fdc_sr_legacy,167671,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",-dish/prepared,Restaurant mac and cheese,
DROP,DROP,Y,,0.65,Y,0.02,,other,1,sr28,12169,"Seeds, sesame butter, paste",,"Sesame paste, not dairy",plant
DROP,DROP,,Y,0.00,,0.02,,other,29,fdc_sr_legacy,169038,"Restaurant, Italian, cheese ravioli with marinara sauce",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Restaurant ravioli dish,
DROP,DROP,,,0.00,,0.02,,other,12,sr28,32004,"Macaroni and cheese, box mix with cheese sauce, unprepared",-dish/prepared -multi-ingredient,Box mac and cheese mix,
DROP,DROP,,Y,0.00,,0.02,,other,21,fdc_sr_legacy,168588,"Nuts, almond butter, plain, without salt added",-plant-analog(wrong-class),"Almond butter, not dairy",plant
DROP,DROP,,Y,0.00,,0.02,,other,32,fdc_foundation,2262074,"Almond butter, creamy",-plant-analog(wrong-class),"Almond butter, not dairy",plant
DROP,DROP,,,0.05,,0.02,,other,28,sr28,18214,"Crackers, cheese, regular",-dish/prepared,"Cheese crackers, grain product",plant
DROP,DROP,,Y,0.00,,0.02,,other,4,sr28,21023,"Fast foods, french toast with butter",-fastfood/babyfood/restaurant,Fast-food french toast,
DROP,DROP,,,0.05,,0.02,,other,23,fdc_sr_legacy,167559,"Snacks, tortilla chips, nacho cheese",-dish/prepared,"Tortilla chips, not dairy",plant
DROP,DROP,,,0.05,,0.02,,other,1,sr28,19141,"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies",-dish/prepared,Branded candy,
DROP,DROP,,,0.05,,0.02,,other,3,fdc_sr_legacy,172965,"Macaroni and cheese loaf, chicken, pork and beef",-dish/prepared,Meat-and-cheese loaf composite,
DROP,DROP,,Y,0.00,,0.02,,other,23,fdc_sr_legacy,170689,"Fast foods, taco with beef, cheese and lettuce, hard shell",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast-food taco,
DROP,DROP,,Y,0.00,,0.02,,other,28,fdc_sr_legacy,169856,"Restaurant, Mexican, cheese tamales",-fastfood/babyfood/restaurant,Restaurant tamales,
DROP,DROP,,Y,0.00,,0.02,,other,19,fdc_foundation,1999631,"Almond milk, unsweetened, plain, shelf stable",-plant-analog(wrong-class),"Almond milk, not dairy",plant
DROP,DROP,Y,,0.65,Y,0.02,,other,20,fdc_sr_legacy,170155,"Seeds, sunflower seed butter, without salt",,"Sunflower seed butter, not dairy",plant
DROP,DROP,Y,,0.65,Y,0.02,,other,24,sr28,16097,"Peanut butter, chunk style, with salt",,"Peanut butter, not dairy",plant
DROP,DROP,,,0.00,,0.02,,other,26,sr28,36060,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",-dish/prepared -multi-ingredient,Restaurant taco,
DROP,DROP,,Y,0.00,,0.02,,other,29,fdc_sr_legacy,169035,"Restaurant, Mexican, cheese quesadilla",-fastfood/babyfood/restaurant,Restaurant quesadilla,
DROP,DROP,,Y,0.20,,0.02,,raw,1,sr28,12117,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",+raw -plant-analog(wrong-class),"Coconut milk, not dairy",plant
DROP,DROP,Y,,0.65,Y,0.02,,other,13,sr28,7032,Ham and cheese loaf or roll,,Ham and cheese loaf composite,
DROP,DROP,,Y,0.00,,0.02,,other,24,sr28,21286,"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,,0.05,,0.02,,other,27,fdc_sr_legacy,173342,"Macaroni and cheese, frozen entree",-dish/prepared,Frozen mac and cheese,
DROP,DROP,,,0.05,,0.02,,other,3,sr28,8100,"Cereals, CREAM OF RICE, dry",-dish/prepared,"Rice cereal, not dairy",plant
DROP,DROP,Y,,0.65,Y,0.02,,other,16,fdc_sr_legacy,174119,"Beverages, coffee, ready to drink, iced, mocha, milk based",,Coffee beverage composite,
DROP,DROP,Y,,0.65,Y,0.02,,other,25,sr28,36051,"ON THE BORDER, cheese quesadilla",,Restaurant quesadilla,
DROP,DROP,,,0.05,,0.02,,other,15,sr28,18187,"Cookies, peanut butter, refrigerated dough",-dish/prepared,Peanut butter cookies,
DROP,DROP,,Y,0.00,,0.02,,other,24,sr28,21384,"BURGER KING, CROISSAN'WICH with Sausage and Cheese",-brand -dish/prepared -multi-ingredient,Fast-food sandwich,
DROP,DROP,Y,,0.65,Y,0.02,,other,27,fdc_sr_legacy,169854,"ON THE BORDER, cheese enchilada",,Restaurant enchilada,
DROP,DROP,,Y,0.00,,0.02,,other,19,fdc_foundation,1750338,"Almond milk, unsweetened, plain, shelf stable",-plant-analog(wrong-class),"Almond milk, not dairy",plant
DROP,DROP,Y,,0.65,Y,0.02,,other,10,sr28,19701,"Candies, semisweet chocolate, made with butter",,Chocolate candy composite,
DROP,DROP,,,0.05,,0.02,,other,27,sr28,18961,"Crackers, cream, GAMESA SABROSAS",-dish/prepared,"Branded crackers, not dairy",plant
DROP,DROP,,Y,0.00,,0.02,,other,26,sr28,21271,"PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust",-brand -dish/prepared,Branded pizza,
DROP,DROP,,Y,0.00,,0.02,,other,20,fdc_sr_legacy,172039,"Fast foods, burrito, with beans and cheese",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast-food burrito,
DROP,DROP,,Y,0.00,,0.02,,other,29,sr28,21160,"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,Fast-food submarine sandwich,
DROP,DROP,,,0.05,,0.02,,other,17,sr28,18190,"Cookies, peanut butter sandwich, regular",-dish/prepared,Peanut butter sandwich cookies,
DROP,DROP,,,0.05,,0.02,,other,35,fdc_sr_legacy,173333,"Lasagna, cheese, frozen, prepared",-dish/prepared,Frozen lasagna dish,
DROP,DROP,,,0.05,,0.02,,other,7,sr28,8102,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",-dish/prepared,"Wheat cereal, not dairy",plant
DROP,DROP,,Y,0.00,,0.02,,other,24,sr28,36003,"APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu",-brand -dish/prepared,Restaurant mac and cheese dish,
DROP,DROP,,Y,0.00,,0.02,,other,23,fdc_sr_legacy,173290,"PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust",-brand -dish/prepared,"Pizza Hut pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,23,sr28,21239,"WENDY'S, CLASSIC SINGLE Hamburger, no cheese",-brand -dish/prepared,"Wendy's hamburger, composite",muscle
DROP,DROP,,Y,0.00,,0.02,,other,29,sr28,21300,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",-fastfood/babyfood/restaurant -dish/prepared,"Fast food pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,27,fdc_sr_legacy,170773,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",-fastfood/babyfood/restaurant -dish/prepared,"Fast food pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,22,fdc_sr_legacy,172043,"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",-brand -dish/prepared,"Domino's pizza, composite",
DROP,DROP,,Y,0.00,,0.02,,other,25,sr28,21287,"LITTLE CAESARS 14"" Original Round Cheese Pizza, Regular Crust",+cut/part -brand -dish/prepared,"Little Caesars pizza, composite",
DROP,DROP,,,0.05,,0.02,,other,22,fdc_sr_legacy,174655,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",-dish/prepared,"Cream of Wheat cereal, grain",plant
DROP,DROP,,Y,0.00,,0.02,,other,26,sr28,21273,"PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust",-brand -dish/prepared,"Pizza Hut pizza, composite",
DROP,DROP,,Y,0.05,,0.02,,other,29,fdc_sr_legacy,168076,"DENNY'S, mozzarella cheese sticks",-brand,"Denny's mozzarella sticks, composite",
DROP,DROP,,Y,0.00,,0.02,,other,24,fdc_sr_legacy,170333,"TACO BELL, Soft Taco with beef, cheese and lettuce",-brand -dish/prepared -multi-ingredient,"Taco Bell taco, composite",
DROP,DROP,,Y,0.00,,0.02,,other,26,fdc_sr_legacy,172040,"PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust",-brand -dish/prepared,"Pizza Hut pizza, composite",
DROP,DROP,,,0.05,,0.02,,other,26,sr28,22537,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",-dish/prepared,"Hot Pockets stuffed sandwich, composite",
DROP,DROP,,,0.05,,0.02,,other,4,sr28,19026,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",-dish/prepared,"Granola bar, composite snack",plant
DROP,DROP,,,0.00,,0.02,,other,12,fdc_sr_legacy,169769,"Macaroni and cheese, box mix with cheese sauce, unprepared",-dish/prepared -multi-ingredient,Boxed mac and cheese mix,
DROP,DROP,,,0.05,,0.02,,other,22,sr28,19008,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",-dish/prepared,"Cheese-flavored corn puffs, composite",plant
DROP,DROP,Y,,0.65,Y,0.02,,other,29,sr28,18120,"Cake, pound, commercially prepared, butter (includes fresh and frozen)",,"Pound cake, composite baked good",
DROP,DROP,,Y,0.00,,0.02,,other,24,fdc_sr_legacy,173316,"BURGER KING, CROISSAN'WICH with Sausage and Cheese",-brand -dish/prepared -multi-ingredient,"Burger King breakfast sandwich, composite",
DROP,DROP,,,0.05,,0.02,,other,27,sr28,22970,"Macaroni and cheese, frozen entree",-dish/prepared,Frozen mac and cheese entree,
DROP,DROP,,Y,0.00,,0.02,,other,24,fdc_sr_legacy,169010,"APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu",-brand -dish/prepared,Applebee's mac and cheese dish,
DROP,DROP,,Y,0.00,,0.02,,other,19,fdc_sr_legacy,170764,"Fast foods, taco with chicken, lettuce and cheese, soft",-fastfood/babyfood/restaurant -dish/prepared -multi-ingredient,"Fast food taco, composite",
DROP,DROP,,,0.40,,0.02,,other,3,sr28,7918,"Sausage, summer, pork and beef, sticks, with cheddar cheese",-multi-ingredient,"Summer sausage with cheese, composite",muscle
DROP,DROP,,,0.05,,0.03,,other,16,sr28,18434,"Crackers, cheese, low sodium",-dish/prepared,"Cheese crackers, composite baked",plant
DROP,DROP,,,0.05,,0.03,,other,20,sr28,8576,"Cereals, CREAM OF WHEAT, 1 minute cook time, dry",-dish/prepared,"Cream of Wheat cereal, grain",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,13,sr28,11948,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",,"Sweet pickles, wrong class",plant
DROP,DROP,,,0.05,,0.03,,other,24,sr28,27059,"Sauce, peanut, made from peanut butter, water, soy sauce",-dish/prepared,"Peanut sauce, composite, not dairy",fat_oil
DROP,DROP,Y,,0.65,Y,0.03,,other,16,sr28,14183,"Beverages, coffee, ready to drink, iced, mocha, milk based",,Iced mocha coffee beverage composite,
DROP,DROP,,,0.05,,0.03,,other,22,fdc_sr_legacy,171658,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry",-dish/prepared,"Farina cereal, grain not dairy",plant
DROP,DROP,,,0.05,,0.03,,other,20,fdc_sr_legacy,173010,"Cereals, CREAM OF WHEAT, 1 minute cook time, dry",-dish/prepared,"Cream of wheat cereal, grain",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,10,fdc_foundation,2758989,"Peanut butter, Creamy",,"Peanut butter, nut not dairy",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,32,fdc_foundation,2262072,"Peanut butter, creamy",,"Peanut butter, nut not dairy",plant
DROP,DROP,,Y,0.00,,0.03,,other,21,fdc_sr_legacy,168603,"Nuts, almond butter, plain, with salt added",-plant-analog(wrong-class),"Almond butter, nut not dairy",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,21,fdc_sr_legacy,168595,"Seeds, sunflower seed butter, with salt added (Includes foods for USDA's Food Distribution Program)",,"Sunflower seed butter, seed not dairy",plant
DROP,DROP,,Y,0.00,,0.03,,other,25,fdc_foundation,2257044,"Soy milk, sweetened, plain, refrigerated",-plant-analog(wrong-class),"Soy milk, plant not dairy",plant
DROP,DROP,,Y,0.00,,0.03,,other,3,sr28,19322,"Puddings, coconut cream, dry mix, instant",-dish/prepared -plant-analog(wrong-class),Coconut pudding dry mix composite,
DROP,DROP,,Y,0.00,,0.03,,other,1,sr28,12588,"Nuts, cashew butter, plain, with salt added",-plant-analog(wrong-class),"Cashew butter, a nut",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,25,fdc_sr_legacy,172470,"Peanut butter, smooth style, without salt",,"Peanut butter, a legume",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,23,fdc_sr_legacy,172469,"Peanut butter, chunk style, without salt",,"Peanut butter, a legume",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,21,sr28,12040,"Seeds, sunflower seed butter, without salt",,Sunflower seed butter,plant
DROP,DROP,,Y,0.00,,0.03,,other,29,fdc_foundation,2257045,"Almond milk, unsweetened, plain, refrigerated",-plant-analog(wrong-class),"Almond milk, plant beverage",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,22,fdc_foundation,324860,"Peanut butter, smooth style, with salt",,"Peanut butter, legume",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,24,fdc_sr_legacy,174265,"Peanut butter, chunk style, with salt",,"Peanut butter, legume",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,21,fdc_sr_legacy,167587,"Candies, milk chocolate",,Milk chocolate candy,
DROP,DROP,Y,,0.65,Y,0.03,,other,13,sr28,14179,"Beverages, coffee, ready to drink, milk based, sweetened",,Sweetened coffee beverage,
DROP,DROP,,Y,0.00,,0.03,,other,34,fdc_foundation,1999630,"Soy milk, unsweetened, plain, shelf stable",-plant-analog(wrong-class),"Soy milk, plant beverage",plant
DROP,DROP,Y,,0.65,Y,0.03,,other,23,sr28,16397,"Peanut butter, chunk style, without salt",,"Peanut butter, legume",plant
DROP,DROP,,Y,0.00,,0.03,,other,21,sr28,12195,"Nuts, almond butter, plain, without salt added",-plant-analog(wrong-class),"Almond butter, nut",plant
DROP,DROP,,Y,0.00,,0.03,,other,2,sr28,19324,"Puddings, coconut cream, dry mix, regular",-dish/prepared -plant-analog(wrong-class),Pudding dry mix composite,
DROP,DROP,,,0.00,,0.03,,other,16,sr28,18225,"Crackers, rye, sandwich-type with cheese filling",-dish/prepared -multi-ingredient,Crackers with cheese filling,plant
DROP,DROP,Y,,0.65,Y,0.03,,other,10,sr28,1110,"Milk shakes, thick chocolate",,"Milkshake, composite dessert",
DROP,DROP,Y,,0.65,Y,0.03,,other,32,fdc_foundation,2262073,"Sesame butter, creamy",,"Sesame butter, seed product",plant
DROP,DROP,,,0.00,,0.03,,other,26,fdc_sr_legacy,167925,"Crackers, cheese, sandwich-type with cheese filling",-dish/prepared -multi-ingredient,"Cheese sandwich crackers, composite",plant
DROP,DROP,,,0.05,,0.03,,other,11,sr28,18962,"Crackers, cream, LA MODERNA RIKIS CREAM CRACKERS",-dish/prepared,"Cream crackers, plant product",plant
DROP,DROP,,,0.00,,0.03,,other,27,fdc_sr_legacy,172113,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",-dish/prepared -multi-ingredient,"Cheese ravioli with sauce, composite",
DROP,DROP,,,0.05,,0.03,,other,24,fdc_sr_legacy,174976,"Crackers, cheese, sandwich-type with peanut butter filling",-dish/prepared,Crackers with peanut butter filling,plant
DROP,DROP,,,0.05,,0.03,,other,17,sr28,18271,"Ice cream cones, cake or wafer-type",-dish/prepared,"Ice cream cones, baked plant product",plant
DROP,DROP,Y,,0.65,Y,0.05,,other,26,sr28,16098,"Peanut butter, smooth style, with salt",,"Peanut butter, processed, wrong class",plant
DROP,DROP,Y,,0.65,Y,0.05,,other,22,sr28,12540,"Seeds, sunflower seed butter, with salt added",,"Sunflower seed butter, wrong class",plant
DROP,DROP,,,0.05,,0.05,,other,26,fdc_sr_legacy,174068,"Dip, salsa con queso, cheese and salsa- medium",-dish/prepared,"Salsa con queso dip, composite",
DROP,DROP,,Y,0.00,,0.05,,other,24,sr28,16167,"USDA Commodity, Peanut Butter, smooth",-fastfood/babyfood/restaurant,"Peanut butter, processed, wrong class",plant
DROP,DROP,,,0.05,,0.05,,other,1,sr28,19185,"Puddings, chocolate, dry mix, instant, prepared with whole milk",-dish/prepared,"Chocolate pudding, prepared dish",
DROP,DROP,,Y,0.00,,0.05,,other,4,sr28,12088,"Nuts, cashew butter, plain, without salt added",-plant-analog(wrong-class),"Cashew butter, wrong class",plant
DROP,DROP,Y,,0.65,Y,0.05,,other,11,sr28,1111,"Milk shakes, thick vanilla",,"Vanilla milkshake, composite",
DROP,DROP,Y,,0.65,Y,0.05,,other,9,sr28,1102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",,"Chocolate flavored milk, composite",
DROP,DROP,Y,,0.65,Y,0.05,,other,13,fdc_sr_legacy,171880,"Beverages, coffee, ready to drink, milk based, sweetened",,"Sweetened coffee drink, composite",
DROP,DROP,,Y,0.00,,0.05,,other,21,sr28,12695,"Nuts, almond butter, plain, with salt added",-plant-analog(wrong-class),"Almond butter, a nut product",plant
DROP,DROP,Y,,0.65,Y,0.05,,other,19,sr28,7033,Ham and cheese spread,,"Ham and cheese spread, composite",
DROP,DROP,,Y,0.00,,0.05,,other,1,fdc_sr_legacy,174832,"Beverages, almond milk, unsweetened, shelf stable",-plant-analog(wrong-class),"Almond milk, plant beverage",plant
DROP,DROP,,Y,0.00,,0.05,,other,14,sr28,14091,"Beverages, almond milk, unsweetened, shelf stable",-plant-analog(wrong-class),"Almond milk, plant beverage",plant
DROP,DROP,Y,,0.65,Y,0.05,,other,24,fdc_sr_legacy,174294,"Peanut Butter, smooth (Includes foods for USDA's Food Distribution Program)",,"Peanut butter, legume product",plant
DROP,DROP,Y,,0.65,Y,0.08,,other,18,sr28,1290,"Kefir, lowfat, strawberry, LIFEWAY",,"Strawberry kefir, branded flavored",
DROP,DROP,,,0.40,,0.08,,other,3,sr28,1059,"Milk, filled, fluid, with blend of hydrogenated vegetable oils",-multi-ingredient,Filled milk with hydrogenated oils,
DROP,DROP,Y,,0.65,Y,0.08,,other,19,sr28,1281,"Yogurt, Greek, nonfat, strawberry, CHOBANI",,Branded flavored yogurt,
DROP,DROP,Y,,0.65,Y,0.08,,other,16,fdc_sr_legacy,171301,"Kefir, lowfat, strawberry, LIFEWAY",,Branded flavored kefir,
DROP,DROP,Y,,0.65,Y,0.08,,other,18,fdc_sr_legacy,171297,"Yogurt, Greek, strawberry, DANNON OIKOS",,Branded flavored Greek yogurt,
DROP,DROP,Y,,0.65,Y,0.08,,other,20,sr28,1278,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",,Branded flavored Greek yogurt,
DROP,DROP,Y,,0.65,Y,0.08,,other,18,sr28,1275,"Yogurt, Greek, nonfat, vanilla, CHOBANI",,Branded flavored Greek yogurt,
DROP,DROP,Y,,0.65,Y,0.10,,other,20,fdc_sr_legacy,171300,"Yogurt, Greek, strawberry, lowfat",,"Strawberry flavored yogurt, fruit added",
DROP,DROP,Y,,0.65,Y,0.10,,other,7,sr28,1292,"Milk, chocolate, fat free, with added vitamin A and vitamin D",,"Chocolate milk, flavored composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,25,fdc_sr_legacy,170910,"Milk, chocolate, lowfat, reduced sugar",,"Chocolate milk, flavored composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,6,sr28,1203,"Yogurt, fruit, lowfat, with low calorie sweetener",,"Fruit yogurt, flavored composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,22,fdc_sr_legacy,170901,"Yogurt, Greek, strawberry, nonfat",,"Strawberry Greek yogurt, flavored",
DROP,DROP,Y,,0.65,Y,0.10,,other,1,fdc_sr_legacy,173457,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",,"Fruit yogurt, composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,6,sr28,1121,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",,"Fruit yogurt, composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,1,fdc_sr_legacy,173458,"Yogurt, fruit variety, nonfat, fortified with vitamin D",,"Fruit yogurt, composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,7,sr28,1216,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D",,"Fruit yogurt, composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,27,fdc_sr_legacy,170896,"Cheese spread, American or Cheddar cheese base, reduced fat",,Processed cheese spread,
DROP,DROP,Y,,0.65,Y,0.10,,other,14,fdc_foundation,2647439,"Cheese, pasteurized process cheese food or product, American, singles",,Processed cheese product singles,
DROP,DROP,Y,,0.65,Y,0.10,,other,19,fdc_sr_legacy,170907,"Yogurt, Greek, vanilla, lowfat",,Vanilla-flavored yogurt,
DROP,DROP,Y,,0.65,Y,0.10,,other,21,sr28,1284,"Yogurt, Greek, strawberry, lowfat",,Strawberry-flavored yogurt,
DROP,DROP,Y,,0.65,Y,0.10,,other,20,fdc_foundation,330415,"Yogurt, Greek, strawberry, nonfat",,Strawberry-flavored yogurt,
DROP,DROP,Y,,0.65,Y,0.10,,other,24,sr28,1305,"Milk, chocolate, lowfat, reduced sugar",,"Flavored chocolate milk, composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,7,sr28,1219,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",,"Fruit yogurt with sweetener, composite",
DROP,DROP,Y,,0.65,Y,0.10,,other,20,fdc_sr_legacy,171298,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",,Vanilla flavored branded Greek yogurt,
DROP,DROP,Y,,0.65,Y,0.10,,other,18,sr28,1276,"Yogurt, Greek, strawberry, DANNON OIKOS",,Strawberry branded Greek yogurt,
DROP,DROP,,Y,0.05,,0.15,,other,9,sr28,44048,"Cheese food, pasteurized process, American, imitation, without added vitamin D",-imitation,"Imitation cheese food, processed",
DROP,DROP,Y,,0.65,Y,0.15,,other,23,sr28,1286,"Yogurt, Greek, vanilla, nonfat",,"Vanilla-flavored yogurt, composite",
DROP,DROP,Y,,0.65,Y,0.20,,other,27,sr28,1259,"Cheese spread, American or Cheddar cheese base, reduced fat",,"Cheese spread, processed composite",
DROP,DROP,Y,,0.65,Y,0.30,,other,9,sr28,1045,"Cheese food, cold pack, American",,"Processed cheese food, cold pack",
DROP,DROP,Y,,0.65,Y,0.30,,other,1,fdc_sr_legacy,172218,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",,"Fruit yogurt with sweetener, composite",
DROP,DROP,Y,,0.65,Y,0.30,,other,21,fdc_sr_legacy,170881,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",,"Chocolate milk, flavored composite",
DROP,DROP,Y,,0.65,Y,0.30,,other,6,sr28,1120,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce",,"Fruit yogurt, flavored composite",
DROP,DROP,Y,,0.65,Y,0.30,,other,7,sr28,1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",,"Fruit yogurt, flavored composite",
DROP,DROP,Y,,0.65,Y,0.30,,other,23,sr28,1104,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",,"Chocolate milk, flavored composite",
DROP,DROP,Y,,0.65,Y,0.30,,other,27,sr28,1252,"Cheese product, pasteurized process, American, vitamin D fortified",,"Processed cheese product, multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.30,,other,27,fdc_sr_legacy,171291,"Cheese food, pasteurized process, American, without added vitamin D",,"Processed cheese food, multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.30,,other,27,fdc_sr_legacy,171289,"Cheese product, pasteurized process, American, vitamin D fortified",,"Processed cheese product, multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.30,,other,27,sr28,1046,"Cheese food, pasteurized process, American, vitamin D fortified",,"Processed cheese food, multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.30,,other,27,sr28,1254,"Cheese food, pasteurized process, American, without added vitamin D",,"Processed cheese food, multi-ingredient",
DROP,DROP,Y,,0.65,Y,0.35,,other,6,sr28,1054,"Cream, whipped, cream topping, pressurized",,Pressurized topping with added sugar/stabilizers,
DROP,DROP,Y,,0.65,Y,0.35,,other,27,fdc_sr_legacy,171252,"Cheese food, pasteurized process, American, vitamin D fortified",,Processed cheese food,
DROP,DROP,Y,,0.65,Y,0.35,,other,7,sr28,1047,"Cheese food, pasteurized process, swiss",,Processed cheese food,
DROP,DROP,Y,,0.65,Y,0.35,,other,29,sr28,1042,"Cheese, pasteurized process, American, fortified with vitamin D",,Processed American cheese,
DROP,DROP,Y,,0.65,Y,0.40,,other,22,sr28,1285,"Yogurt, Greek, strawberry, nonfat",,"Flavored strawberry yogurt, added fruit",
DROP,DROP,Y,,0.65,Y,0.40,,other,6,sr28,1122,"Yogurt, fruit, low fat, 11 grams protein per 8 ounce",,"Fruit yogurt, added fruit",
DROP,DROP,Y,,0.65,Y,0.40,,other,1,sr28,1218,"Yogurt, fruit variety, nonfat, fortified with vitamin D",,"Fruit yogurt, added fruit",
DROP,DROP,Y,,0.65,Y,0.40,,other,18,fdc_sr_legacy,171296,"Yogurt, Greek, nonfat, vanilla, CHOBANI",,Vanilla flavored branded yogurt,
DROP,DROP,Y,,0.65,Y,0.40,,other,23,fdc_sr_legacy,170902,"Yogurt, Greek, vanilla, nonfat",,Vanilla flavored Greek yogurt,
DROP,DROP,Y,,0.65,Y,0.40,,other,1,fdc_sr_legacy,173456,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D",,"Fruit yogurt, added fruit",
DROP,DROP,Y,,0.65,Y,0.40,,other,19,sr28,1280,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",,Branded strawberry Greek yogurt,
DROP,DROP,Y,,0.65,Y,0.40,,other,19,fdc_sr_legacy,171299,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",,Branded strawberry Greek yogurt,
DROP,DROP,Y,,0.65,Y,0.40,,other,26,sr28,1253,"Cheese, pasteurized process, American, without added vitamin D",,Pasteurized process American cheese,
DROP,DROP,Y,,0.65,Y,0.40,,other,19,sr28,1297,"Yogurt, Greek, vanilla, lowfat",,"Greek vanilla yogurt, flavored/sweetened",
DROP,DROP,Y,,0.65,Y,0.40,,other,15,sr28,1294,"Yogurt, Greek, fruit, whole milk",,"Greek fruit yogurt, composite flavored",
DROP,DROP,Y,,0.65,Y,0.40,,other,15,fdc_sr_legacy,170905,"Yogurt, Greek, fruit, whole milk",,"Greek fruit yogurt, flavored composite",
DROP,DROP,Y,,0.65,Y,0.40,,other,17,sr28,1048,"Cheese spread, pasteurized process, American",,"Processed cheese spread, composite",
DROP,DROP,Y,,0.65,Y,0.40,,other,25,fdc_sr_legacy,171290,"Cheese, pasteurized process, American, without added vitamin D",,Processed cheese with emulsifiers,
DROP,DROP,Y,Y,0.00,,0.60,Y,other,18,fdc_foundation,747429,"Cheese, American, restaurant",-fastfood/babyfood/restaurant,"American cheese, restaurant but single cheese",
