ingredient_class,final,and_rule,disagree,hard_veto,kw_score,kw_keep,llm_score,llm_keep,prep,n_obs,source_dataset,source_food_id,description,kw_reasons,llm_reason,wrong_class
fish,DROP,DROP,Y,,0.65,Y,0.05,,other,31,fdc_sr_legacy,174195,"Fish, fish sticks, frozen, prepared",,"Breaded fish sticks, composite",
fish,DROP,DROP,Y,,0.65,Y,0.15,,other,10,sr28,15109,"Fish, surimi",,"Surimi, processed fish paste",
muscle,DROP,DROP,Y,,0.65,Y,0.05,,other,10,fdc_foundation,2759003,"Lunchmeat, roast beef, sliced, prepackaged",,Prepackaged processed lunchmeat,
muscle,DROP,DROP,Y,,0.75,Y,0.06,,other,5,fdc_sr_legacy,172945,"Oscar Mayer, Chicken Breast (honey glazed)",+cut/part,Branded honey-glazed chicken breast,
muscle,DROP,DROP,Y,,0.75,Y,0.10,,other,27,sr28,5313,"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",+cut/part,Glazed barbecue-flavored chicken wing,
muscle,DROP,DROP,Y,,0.75,Y,0.10,,other,10,fdc_foundation,2759004,"Lunchmeat, chicken breast, sliced",+cut/part,"Lunchmeat, processed sliced product",
muscle,DROP,DROP,Y,,0.75,Y,0.10,,other,26,fdc_sr_legacy,171111,"Chicken, wing, frozen, glazed, barbecue flavored",+cut/part,Glazed barbecue-flavored wing,
muscle,DROP,DROP,Y,,0.75,Y,0.10,,other,27,sr28,5320,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",+cut/part,Glazed barbecue-flavored chicken wing,
muscle,DROP,DROP,Y,,0.75,Y,0.10,,other,27,fdc_sr_legacy,171508,"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",+cut/part,Glazed barbecue-flavored chicken wing,
muscle,DROP,DROP,Y,,0.75,Y,0.12,,other,28,fdc_sr_legacy,173874,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",+cut/part,Deli seasoned prepackaged chicken,
muscle,DROP,DROP,Y,,0.65,Y,0.12,,other,28,sr28,7043,"Roast beef, deli style, prepackaged, sliced",,Prepackaged deli roast beef,
muscle,DROP,DROP,Y,,0.75,Y,0.12,,other,22,sr28,7081,"Turkey breast, sliced, prepackaged",+cut/part,Prepackaged sliced turkey deli,
muscle,DROP,DROP,Y,,0.75,Y,0.15,,other,27,fdc_sr_legacy,171115,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",+cut/part,Glazed barbecue-flavored chicken wing,
muscle,DROP,DROP,Y,,0.65,Y,0.15,,other,28,fdc_sr_legacy,174570,"Roast beef, deli style, prepackaged, sliced",,Deli prepackaged processed roast beef,
muscle,DROP,DROP,Y,,0.75,Y,0.15,,other,8,sr28,5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",+cut/part,Rotisserie BBQ seasoned/flavored,
muscle,DROP,DROP,Y,,0.75,Y,0.20,,other,26,sr28,5312,"Chicken, wing, frozen, glazed, barbecue flavored",+cut/part,"Glazed barbecue-flavored chicken wing, seasoned",
muscle,DROP,DROP,Y,,0.65,Y,0.20,,other,23,sr28,5356,"Chicken, broiler, rotisserie, BBQ, skin",,BBQ-seasoned rotisserie chicken skin,
muscle,DROP,DROP,Y,,0.75,Y,0.20,,other,24,fdc_sr_legacy,172941,"Turkey breast, sliced, prepackaged",+cut/part,"Prepackaged sliced deli turkey, processed",
muscle,DROP,DROP,Y,,0.65,Y,0.20,,other,23,fdc_sr_legacy,171524,"Chicken, broiler, rotisserie, BBQ, skin",,Rotisserie BBQ seasoned skin,
muscle,DROP,DROP,Y,,0.75,Y,0.25,,other,7,fdc_sr_legacy,171445,"Chicken, broiler, rotisserie, BBQ, breast, meat only",+cut/part,"BBQ rotisserie, seasoned/flavored",
muscle,DROP,DROP,Y,,0.65,Y,0.30,,other,11,sr28,5285,"Turkey, diced, light and dark meat, seasoned",,"Seasoned diced turkey, processed",
muscle,DROP,DROP,Y,,0.75,Y,0.30,,other,28,sr28,7961,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",+cut/part,"Deli seasoned prepackaged chicken, processed",
muscle,DROP,DROP,Y,,0.75,Y,0.30,,other,8,fdc_sr_legacy,171114,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",+cut/part,BBQ-seasoned rotisserie chicken,
muscle,DROP,DROP,Y,,0.75,Y,0.30,,other,8,fdc_sr_legacy,171118,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",+cut/part,BBQ-seasoned rotisserie chicken thigh,
muscle,DROP,DROP,Y,,0.75,Y,0.35,,other,7,sr28,5000,"Chicken, broiler, rotisserie, BBQ, breast meat only",+cut/part,Rotisserie BBQ seasoned chicken,
muscle,DROP,DROP,Y,,0.75,Y,0.40,,other,8,sr28,5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",+cut/part,BBQ-flavored rotisserie drumstick,
muscle,KEEP,DROP,Y,,0.40,,0.90,Y,raw,18,sr28,17059,"Lamb, domestic, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",+raw +cut/part -dish/prepared,"Raw lamb stew cubes, single cut",
muscle,KEEP,DROP,Y,,0.40,,0.95,Y,raw,5,sr28,23094,"Beef, chuck for stew, separable lean and fat, select, raw",+raw +cut/part -dish/prepared,Raw beef stew meat cut,
muscle,KEEP,DROP,Y,,0.40,,0.95,Y,raw,1,fdc_sr_legacy,171206,"Beef, chuck for stew, separable lean and fat, all grades, raw",+raw +cut/part -dish/prepared,Raw beef stew meat,
muscle,KEEP,DROP,Y,,0.40,,0.95,Y,raw,1,fdc_sr_legacy,170810,"Beef, chuck for stew, separable lean and fat, choice, raw",+raw +cut/part -dish/prepared,Raw beef stew meat,
muscle,KEEP,DROP,Y,,0.40,,0.95,Y,raw,9,sr28,5129,"Chicken, stewing, light meat, meat only, raw",+raw +cut/part -dish/prepared,Raw stewing chicken light meat,
muscle,KEEP,DROP,Y,,0.40,,0.95,Y,raw,7,sr28,23093,"Beef, chuck for stew, separable lean and fat, all grades, raw",+raw +cut/part -dish/prepared,Raw beef chuck stew meat,
muscle,KEEP,DROP,Y,,0.40,,0.95,Y,raw,1,fdc_sr_legacy,170809,"Beef, chuck for stew, separable lean and fat, select, raw",+raw +cut/part -dish/prepared,Raw beef chuck stew meat,
muscle,KEEP,DROP,Y,,0.40,,0.95,Y,raw,7,sr28,23095,"Beef, chuck for stew, separable lean and fat, choice, raw",+raw +cut/part -dish/prepared,Raw stew beef cut,
muscle,KEEP,DROP,Y,,0.40,,0.96,Y,raw,14,sr28,5131,"Chicken, stewing, dark meat, meat only, raw",+raw +cut/part -dish/prepared,Raw stewing chicken dark meat,
muscle,KEEP,DROP,Y,,0.40,,0.96,Y,raw,19,sr28,17140,"Veal, cubed for stew (leg and shoulder), separable lean only, raw",+raw +cut/part -dish/prepared,Raw veal lean cubes,
organ,DROP,DROP,Y,,0.75,Y,0.05,,other,21,sr28,7040,"Liver cheese, pork",+cut/part,"Liver cheese, processed meat product",
plant,DROP,DROP,Y,,0.65,Y,0.02,,other,27,sr28,18938,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",,"Toaster pastry, prepared",
plant,DROP,DROP,Y,,0.65,Y,0.02,,other,27,fdc_sr_legacy,173345,"Corn dogs, frozen, prepared",,"Composite corn dog, prepared",
plant,DROP,DROP,Y,,0.65,Y,0.02,,other,16,fdc_sr_legacy,167928,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",,"Toaster pastry, prepared",
plant,DROP,DROP,Y,,0.65,Y,0.02,,other,24,sr28,36044,"ON THE BORDER, Mexican rice",,Branded seasoned rice dish,
plant,DROP,DROP,Y,,0.65,Y,0.02,,other,5,fdc_sr_legacy,171944,"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",,"Fruit-flavored drink with added nutrients, composite beverage",
plant,DROP,DROP,Y,,0.65,Y,0.02,,other,24,fdc_sr_legacy,168952,"Rice and vermicelli mix, rice pilaf flavor, prepared with 80% margarine",,Rice-vermicelli pilaf mix with margarine,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,14,sr28,9513,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",,Branded fruit smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,27,fdc_sr_legacy,167927,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",,Frosted toaster pastries - composite,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,7,fdc_sr_legacy,175109,"Beverages, Propel Zero, fruit-flavored, non-carbonated",,Branded flavored beverage,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,2,sr28,14604,"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",,Flavored sweetened bottled water,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,2,fdc_sr_legacy,171926,"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",,Flavored sweetened bottled water,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,16,sr28,18939,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",,Toaster pastries - baked composite,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,15,sr28,9515,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",,Branded multi-ingredient smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,26,fdc_sr_legacy,175035,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",,"Toaster pastries, composite",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,26,sr28,18362,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",,"Toaster pastries, composite",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,16,sr28,9531,"Fruit juice smoothie, NAKED JUICE, strawberry banana",,"Branded fruit smoothie, composite",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,17,sr28,9516,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",,Branded fruit smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,14,fdc_sr_legacy,167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",,Branded fruit smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,12,fdc_sr_legacy,167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",,Branded fruit smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,12,sr28,9508,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",,"Branded smoothie, composite",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,27,sr28,22969,"Chili with beans, microwavable bowls",,"Chili with beans, composite dish",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,15,fdc_sr_legacy,169767,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",,Branded vegetable juice blend,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,27,sr28,22973,"Corn dogs, frozen, prepared",,"Corn dogs, composite processed",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,13,sr28,21140,"Side dishes, potato salad",,"Potato salad, composite side dish",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,7,sr28,14462,"Beverages, Propel Zero, fruit-flavored, non-carbonated",,Branded flavored beverage,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,27,fdc_sr_legacy,172110,"Chili with beans, microwavable bowls",,"Chili with beans, composite dish",
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,5,sr28,14647,"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",,Fortified fruit flavored drink,
plant,DROP,DROP,Y,,0.65,Y,0.03,,other,24,sr28,32003,"Rice and vermicelli mix, rice pilaf flavor, prepared with 80% margarine",,Rice vermicelli mix with margarine,
plant,DROP,DROP,Y,,0.65,Y,0.04,,other,15,fdc_sr_legacy,168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",,Branded bread product,
plant,DROP,DROP,Y,,0.65,Y,0.04,,other,26,fdc_sr_legacy,168959,"Spanish rice mix, dry mix, unprepared",,Seasoned rice mix,
plant,DROP,DROP,Y,,0.65,Y,0.04,,other,7,sr28,9530,"Fruit juice smoothie, ODWALLA, strawberry banana",,"Branded smoothie, multi-ingredient",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,12,sr28,18299,"Pancakes, whole-wheat, dry mix, incomplete",,Pancake mix composite,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,16,sr28,31032,"Vegetable smoothie, NAKED JUICE, KALE BLAZER",,Branded vegetable smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,26,sr28,18075,"Bread, whole-wheat, commercially prepared",,Bread composite product,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,14,sr28,31035,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",,Branded vegetable juice,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,12,sr28,18066,"Bread, wheat bran",,Bread composite product,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,7,sr28,4073,"Margarine, regular, hard, soybean (hydrogenated)",,"Margarine, composite processed fat",fat_oil
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,7,fdc_sr_legacy,168213,"Fruit juice smoothie, ODWALLA, strawberry banana",,"Branded smoothie, composite",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,9,fdc_sr_legacy,174176,"Beverages, fruit juice drink, reduced sugar, with vitamin E added",,"Fruit juice drink, fortified beverage",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,15,fdc_sr_legacy,167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",,"Branded smoothie, composite",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,21,sr28,32002,"Rice and vermicelli mix, rice pilaf flavor, unprepared",,"Rice and vermicelli mix, composite",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,15,fdc_sr_legacy,168214,"Fruit juice smoothie, NAKED JUICE, strawberry banana",,Branded multi-ingredient smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,1,sr28,14262,"Beverages, citrus fruit juice drink, frozen concentrate",,Citrus juice drink concentrate - added,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,21,fdc_sr_legacy,168951,"Rice and vermicelli mix, rice pilaf flavor, unprepared",,"Rice-vermicelli pilaf mix, composite",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,14,fdc_sr_legacy,174921,"Bread, reduced-calorie, wheat",,Composite bread product,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,2,fdc_sr_legacy,171945,"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",,Fortified fruit juice drink,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,7,sr28,18059,"Bread, rice bran",,Composite bread product,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,18,fdc_sr_legacy,172689,"Bread, whole-wheat, commercially prepared, toasted",,Composite bread product,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,21,fdc_sr_legacy,168964,"Rice mix, white and wild, flavored, unprepared",,Flavored rice mix,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,14,fdc_sr_legacy,168208,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",,Branded multi-ingredient smoothie,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,15,sr28,28369,"SCHAR, Gluten-Free, Wheat-Free, Classic White Bread",,Branded gluten-free bread,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,14,sr28,18106,"Coffeecake, fruit",,"Fruit coffeecake, composite dessert",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,24,fdc_sr_legacy,169031,"ON THE BORDER, Mexican rice",,"Branded Mexican rice, composite dish",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,18,sr28,35240,"Bread, blue corn, somiviki (Hopi)",,"Blue corn bread, composite baked product",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,14,sr28,18055,"Bread, reduced-calorie, wheat",,"Reduced-calorie wheat bread, composite",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,19,sr28,18025,"Bread, cracked-wheat",,"Cracked-wheat bread, composite",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,16,sr28,4628,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",,"Margarine, manufactured fat blend",fat_oil
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,15,fdc_sr_legacy,173587,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",,"Margarine, manufactured fat blend",fat_oil
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,10,sr28,14636,"Beverages, fruit juice drink, reduced sugar, with vitamin E added",,Fortified fruit juice drink beverage,
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,26,sr28,32018,"Spanish rice mix, dry mix, unprepared",,"Spanish rice mix, multi-ingredient",
plant,DROP,DROP,Y,,0.65,Y,0.05,,other,5,sr28,18042,"Bread, pita, whole-wheat",,"Pita bread, composite product",
plant,DROP,DROP,Y,,0.65,Y,0.06,,other,22,fdc_foundation,335240,"Bread, whole-wheat, commercially prepared",,"Whole-wheat bread, composite product",
plant,DROP,DROP,Y,,0.65,Y,0.08,,other,17,fdc_sr_legacy,174075,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",,"Chapati/roti bread, composite",
plant,DROP,DROP,Y,,0.65,Y,0.08,,other,25,sr28,18064,"Bread, wheat",,"Bread, composite baked product",
plant,DROP,DROP,Y,,0.65,Y,0.08,,other,19,fdc_sr_legacy,174076,"Bread, paratha, whole wheat, commercially prepared, frozen",,"Paratha bread, composite",
plant,DROP,DROP,Y,,0.65,Y,0.08,,other,19,sr28,18967,"Bread, white wheat",,"White wheat bread, composite baked product",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,16,fdc_foundation,2758996,"Tortilla, wheat flour, shelf stable",,"Tortilla, composite product",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,17,sr28,28285,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",,Chapati bread composite,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,19,sr28,28286,"Bread, paratha, whole wheat, commercially prepared, frozen",,"Paratha, prepared flatbread",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,16,sr28,20024,"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",,"Self-rising, wheat flour added, enriched - composite",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,16,fdc_foundation,2003596,"Tomato juice, with added ingredients, from concentrate, shelf stable",,Tomato juice with added ingredients,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,22,sr28,18065,"Bread, wheat, toasted",,Bread - multi-ingredient baked composite,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,15,sr28,20082,"Wheat flour, white, all-purpose, self-rising, enriched",,Self-rising enriched flour - added leavening,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,16,fdc_sr_legacy,170047,"Potato puffs, frozen, unprepared",,Potato puffs - processed composite,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,1,fdc_sr_legacy,168869,"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",,Self-rising cornmeal with wheat flour added,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,13,fdc_sr_legacy,167627,"Mush, blue corn with ash (Navajo)",,Prepared corn mush with ash,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,22,fdc_sr_legacy,172687,"Bread, wheat, toasted",,Bread is a composite baked product,
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,7,sr28,19351,"Syrups, corn, high-fructose",,"High-fructose corn syrup, highly processed",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,3,sr28,18037,"Bread, oat bran",,"Oat bran bread, baked composite",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,18,fdc_sr_legacy,169830,"Bread, blue corn, somiviki (Hopi)",,"Blue corn bread, baked composite",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,18,sr28,18076,"Bread, whole-wheat, commercially prepared, toasted",,"Whole-wheat bread, baked composite",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,26,fdc_sr_legacy,172688,"Bread, whole-wheat, commercially prepared",,"Whole-wheat bread, baked composite",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,1,fdc_sr_legacy,168836,"Syrups, corn, dark",,"Dark corn syrup, highly processed sweetener",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,19,fdc_sr_legacy,167532,"Bread, white wheat",,"Bread, multi-ingredient processed product",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,16,fdc_foundation,2758994,"Bread, 100% whole wheat, commercial",,"Bread, processed multi-ingredient product",
plant,DROP,DROP,Y,,0.65,Y,0.10,,other,14,fdc_sr_legacy,168197,"Juice, apple and grape blend, with added ascorbic acid",,"Apple-grape juice blend, added ascorbic",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,20,sr28,18952,"Tostada shells, corn",,Processed tostada shell product,
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,16,sr28,20324,"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",,Self-rising cornmeal with wheat flour added,
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,19,sr28,11398,"Potato puffs, frozen, unprepared",,Potato puffs processed product,
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,19,fdc_sr_legacy,169829,"Tortilla, blue corn, Sakwavikaviki (Hopi)",,Tortilla composite product,
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,25,fdc_sr_legacy,172686,"Bread, wheat",,"Bread, multi-ingredient baked good",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,13,sr28,35130,"Mush, blue corn with ash (Navajo)",,"Corn mush with ash, composite",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,18,fdc_sr_legacy,175036,"Tortillas, ready-to-bake or -fry, corn",,"Corn tortillas, composite baked",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,14,sr28,9443,"Juice, apple and grape blend, with added ascorbic acid",,Juice blend with added ascorbic acid,
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,19,sr28,35239,"Tortilla, blue corn, Sakwavikaviki (Hopi)",,Tortilla is a processed made product,
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,1,fdc_sr_legacy,168924,"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",,"Cornmeal with wheat flour added, blended",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,10,sr28,20086,"Wheat flour, white, tortilla mix, enriched",,"Tortilla mix, multi-ingredient",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,20,fdc_sr_legacy,167525,"Tostada shells, corn",,"Tostada shells, fried processed product",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,20,fdc_foundation,324653,"Pickles, cucumber, dill or kosher dill",,"Pickles, brined with spices",
plant,DROP,DROP,Y,,0.65,Y,0.15,,other,4,sr28,19349,"Syrups, corn, dark",,"Corn syrup, processed sweetener",
plant,DROP,DROP,Y,,0.65,Y,0.20,,other,18,sr28,11322,"Peas and carrots, frozen, unprepared",,Mixed peas and carrots,
plant,DROP,DROP,Y,,0.65,Y,0.20,,other,19,fdc_sr_legacy,168563,"Pickles, cucumber, dill, reduced sodium",,"Pickles, brined/vinegar preserved",
plant,DROP,DROP,Y,,0.65,Y,0.25,,other,23,sr28,20135,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",,Processed blended pasta product,
plant,DROP,DROP,Y,,0.65,Y,0.25,,other,20,fdc_sr_legacy,172025,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry (Includes foods for USDA's Food Distribution Program)",,Pasta is a processed made product,
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,18,sr28,9410,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",,Juice concentrate with added ascorbic acid,
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,17,sr28,9018,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",,Diluted juice concentrate,
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,1,fdc_sr_legacy,168895,"Wheat flour, white, all-purpose, self-rising, enriched",,"Self-rising flour, added leavening/salt",
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,20,sr28,11937,"Pickles, cucumber, dill or kosher dill",,"Pickles, brined/processed with spices",
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,22,sr28,18363,"Tortillas, ready-to-bake or -fry, corn",,"Prepared corn tortilla, multi-ingredient product",
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,18,sr28,11501,"Succotash, (corn and limas), frozen, unprepared",,"Succotash, corn-and-lima mixture",
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,16,fdc_foundation,2758997,"Tortilla, corn, shelf stable",,"Prepared corn tortilla, multi-ingredient",
plant,DROP,DROP,Y,,0.65,Y,0.30,,other,19,sr28,11947,"Pickles, cucumber, dill, reduced sodium",,"Dill pickles, brined/seasoned product",
plant,DROP,DROP,Y,,0.65,Y,0.35,,other,7,sr28,11946,"Pickles, cucumber, sour, low sodium",,"Pickled cucumber, processed",
plant,DROP,DROP,Y,,0.65,Y,0.35,,other,20,fdc_sr_legacy,168558,"Pickles, cucumber, dill or kosher dill",,"Pickled cucumber, processed",
plant,DROP,DROP,Y,,0.65,Y,0.35,,other,8,sr28,11941,"Pickles, cucumber, sour",,Pickles - brined/processed cucumber,
plant,DROP,DROP,Y,,0.65,Y,0.35,,other,15,fdc_foundation,2003590,"Apple juice, with added vitamin C, from concentrate, shelf stable",,"Apple juice with added vitamin C, concentrate",
plant,DROP,DROP,Y,,0.65,Y,0.35,,other,20,sr28,20653,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry",,"Processed pasta blend, enriched semolina + whole wheat",
plant,DROP,DROP,Y,,0.65,Y,0.40,,other,17,sr28,9411,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",,Reconstituted juice with added ascorbic acid,
plant,DROP,DROP,Y,,0.65,Y,0.40,,other,17,sr28,18449,"Tortillas, ready-to-bake or -fry, corn, without added salt",,"Corn tortilla, processed product",
plant,DROP,DROP,Y,,0.65,Y,0.40,,other,23,fdc_sr_legacy,168915,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",,"Pasta, processed multi-grain product",
plant,DROP,DROP,Y,,0.65,Y,0.45,,other,22,sr28,20645,"Wheat flour, white (industrial), 15% protein, bleached, enriched",,Bleached enriched flour - added nutrients,
plant,KEEP,DROP,Y,,0.05,,0.60,Y,other,18,sr28,8084,"Cereals ready-to-eat, wheat germ, toasted, plain",-dish/prepared,"Plain toasted wheat germ, single food",
plant,KEEP,DROP,Y,,0.05,,0.60,Y,other,22,sr28,8090,"Cereals, corn grits, white, regular and quick, enriched, dry",-dish/prepared,"Milled corn grits, enriched",
plant,KEEP,DROP,Y,,0.05,,0.60,Y,other,22,sr28,8159,"Cereals, corn grits, yellow, regular and quick, enriched, dry",-dish/prepared,"Corn grits, ground corn, enriched",
plant,KEEP,DROP,Y,,0.05,,0.60,Y,other,21,fdc_sr_legacy,171654,"Cereals, corn grits, white, regular and quick, enriched, dry",-dish/prepared,"White corn grits, ground corn, enriched",
plant,KEEP,DROP,Y,,0.05,,0.60,Y,other,1,fdc_sr_legacy,173896,"Cereals ready-to-eat, wheat germ, toasted, plain",-dish/prepared,"Toasted wheat germ, single ingredient",
plant,KEEP,DROP,Y,,0.05,,0.80,Y,other,23,sr28,8120,"Cereals, oats, regular and quick, not fortified, dry",-dish/prepared,"Plain oats, not fortified",
